FactoryName,Address,District,Division,PostCode,PhoneCityCode,Phone,PhoneExtension,Buildings,Stories,factoryMultiPurpose,factoryMultiFactory,floors,workers,activeMembers
Golden Heights Ltd.,"Plot 49 NP (C), Kalurghat Heavy Industrial Area",Chittagong,Chittagong,,,2571995,,2,1/6; 2/1;,No,No,,2350,1
Golden Horizon Ltd.,"53/B Baizid Bostami Road, Nasirabad",Chittagong,Chittagong,,,682980,,6,1/8; 2/2; 3/1; 4/1; 5/1; 6/1;,No,No,,4350,2
Golden Refit Garments Ltd.,"589 Chirir Chala, Baghar Bazar, Bhabanipur, Gazipur",Gazipur,Dhaka,1704,,1711933422,,5,"1/5 , 2/2 ; 3/1 ;4/1 ; 5/1;",No,No,"1/ 0 ,1 , 2, 3 , 4 ; 2/0 ,1 ; 3/0 ; 4/0 ; 5/0;",1550,6
GOLDEN TIMES SWEATER & DYEING LTD.,"Mulaied, Mawna, chowrasta, Sreepur",Gazipur,Dhaka,1740,,1714168476,,1,1/6;,No,No,,1200,9
Goldland International Ltd.,"Landmark Complex , Sadhur Para , Baro Ashulia, Savar",Dhaka,Dhaka,1341,2,7741935,,7,1/6 ; 2/3 ;3/7 ;4/5 ; 5/1; 6/1;7/1 ; 8/1; 9/1;,No,Yes,"1/3 ,4 ; 2/0 ,1, 2 ; 3/0 ,1,6 ; 4/2 ; 5/0 , 6/0 ; 7/0 ; 8/0 ; 9/0;",900,1
Goldstar Garments LTD,"#24/1 Khilzi Road, Samoly Cinema Hall, Building, Samoli",Dhaka,Dhaka,,2,8114128,,,,No,No,,,1
Goldtex Garments Ltd,"Plot 98‐100, Depz, Savar, Dhaka",Dhaka,Dhaka,,2,7789276,,,"Shared with South China Bleaching & Dyeing Building 1 ‐ 2 Storied, building 2 ‐ 4 Storied",No,No,,2720,3
Good Rich Sweaters Ltd,"Palashbari, Ashulia, Savar, Dhaka",Dhaka,Dhaka,1349,2,7791659,,2,"1/7, 2/2;",Yes,No,"0,1,2;",1000,2
GOORYONG FASHIONS LTD.,"86 TONGI I/A, TONGI, GAZIPUR",Gazipur,Dhaka,,,1715154612,,1,1/2;,No,No,N/A,950,1
Gourmati Knitwear,"Talla Road Khapur, Fatullah, Narayanhonj",Dhaka,Dhaka,,2,8878970,,3,1/4; 2/7; 3/1;,No,No,‐,506,1
GOUS FASHION INDUSTRIES LTD.,"Block: B, Plot: A (6&7) BSCIC I/A, Sagorika Road, Pahartali",Chittagong,Chittagong,4219,,1713104566,,2,1/6;1/1;,No,No,,1500,1
Grameen Knitwear Ltd,"Plot‐102,103 & 126‐127, DEPZ (Ext‐II) Ganakbari, Savar, Dhaka",Dhaka,Dhaka,1349,2,7701293,,2,1/4; 2/4;,No,No,‐,2563,5
Gramtech,"Road 14, Sector 1",Dhaka,Dhaka,1230,2,8923220,,1,1/5;,No,No,,1850,1
Ind. Ltd.,"Rupgonj, Araihazar Road",Narayanganj,Dhaka,,,1713013960,,1,1/3;,No,No,,,2
Graphics Textiles Ltd.,"Sreerampur, Kalampur, Dhamrai",DHAKA,Dhaka,1351,37,720138035,,5,1/7; 2/1; 3/1; 4/1; 5/1;,No,No,,3300,7
Green leaf Apparels ltd.,"15/G Zigatola Siddique Mansion, Dhaka",Dhaka,Dhaka,1209,,1681857728,,1,1/6;,Yes,Yes,"1/1,2;",290,1
Green Life Group Clothing Ltd.,"Jamgora, Gazirchot Alia Madrasa, Savar Dhaka",Dhaka,Dhaka,,2,40645,,4,1/3;,No,No,NO,1200,4
Green Life Knittex Ltd.,"874, Dewan Iddress Road, Khaghara Bazar, Ashulia, Savar, Dhaka",Dhaka,Dhaka,,2,40645,,,,No,No,,,1
Green Sotne Sweater,"Lalpur, Fatullah, Narayangonj",Narayanganj,Dhaka,1400,2,7672388,,,,No,No,,250,2
"Greenland Garments Ltd. Unit‐01,","Hasna Tower, Kashimpur Road, Konabari, Gazipur",Gazipur,Dhaka,1216,2,9130058,,59,"1/5, 1/2;",No,No,,900,1
"Greenland Garments Ltd. Unit‐02,","Mollik Tower (6th Floor), Zoo Road, Mirpur, Section‐01, Dhaka.",Dhaka,Dhaka,1216,2,9130058,,59 1,"1/15,",No,No,,600,1
GREENLIFE KNIT COMPOSITE LTD,"Tonggabari,, Ashulia,",Dhaka,Dhaka,,,,,,,No,No,,,2
Greenstone Knitwear Limited,Lalpur‐Fatullah‐Narayanganj,Narayanganj,Dhaka,,2,76723,,1,1/6;,No,No,,,1
Gulf Knitting & Textiles,"221‐222, Khortoil, Sataish Road, Gazipura, Tongi, Gazipura, Dhaka",Gazipur,Dhaka,1712,,1975190562,,,1/9;,No,Yes,1/1;,271,1
H.B. Fashions Ltd.,"590,Colonel Jhones Road,North Kattali,Pahartoli Chittagong",,Chittagong,4202,,1731886203,,,6;,No,Yes,"1/3,4,5;",1600,7
H.R. Textile Mills Ltd,"4, Karnapara, Savar",Dhaka,Dhaka,1340,0,771295255,,1,1/6;,No,No,,1650,1
Haesong Corporation Limited,"Hizalhati (Baroipara),Kaliakair, Gazipur",Gazipur,Dhaka,1751,,1819191131,,3,1/6;2/1;3/2;,No,No,N/A,6000,8
Haesong Korea,"Han Complex (Ground Floor), Bara Rangamatia, Zirabo",Dhaka,Dhaka,,,,,,,No,No,,,3
Haesong Sweater Limited,Hizalhati (Baroi Para) Kaliakair,Gazipur,Dhaka,1750,0,682252115,,,1/2;,No,No,,2650,1
Hamid Sweaters Ltd.,"140, Dhour, Ashulia, Turag, Dhaka",Dhaka,Dhaka,,2,7671220,,1,1/3;,No,No,"1/0,1,2;",600,2
Hamid Tex Fashion Ltd.,"203,Habir bari, Seed store bazar, Bhaluka,Mymensingh.",Mymensingh,Dhaka,,,1710940009,,1,1;,No,No,N/A,1200,2
HAMS GARMENTS LTD.,"South Vangnahati, Chapilapara, Sreepur",Gazipur,Dhaka,1740,,1929998090,,5,1/5; 2/1; 3/1; 4/2; 5/3;,No,No,,2800,8
"Hams Washing Ind Ltd,","190 Tejgauon ind. Area, Tejgauon",Dhaka,Dhaka,1208,2,9885674,,1,1/2;,No,No,,470,1
Hamza Textiles Ltd.,"Noyapara, Kashimpur, Gazipur",Gazipur,Dhaka,,2,779006067,,225,3 stories building,No,No,N/A,550,1
Hanaro Fashion Ltd,"114, Baipail, Mosjid Road, Savar, Dhaka",Dhaka,Dhaka,,2,8417761,,1,1/6;,No,No,No,500,1
HANARO FASHIONS LTD,"PLOT NO # 640 , WARD NO # 106 , KONIA , K.B. BAZAR GAZIPU SADAR, GAZIPUR",Gazipur,Dhaka,,2,9292591,,,1/5;,Yes,Yes,1/5;,967,1
Hannan Fashions,"1153‐54, Shahid Siddique road,Khailkur, board bazar, gazipur, Dhaka",Gazipur,Dhaka,,,1711563140,,2,1/5;2/1;,No,No,,1538,1
Hannan Fashion's Ltd.,"1155, Shahid Siddique Road,Khailkur, Board Bazar",Gazipur,Dhaka,1704,2,1971102206,,1,4,No,No,N/A,1800,4
Hannan Knit & Textiles Ltd.,"505, Kalmeshor, Board Bazar, Dhaka",Dhaka,Dhaka,,,1711563140,,3,1/4;2/1;3/1;,No,No,,1583,4
Harrods Knitwear,"15/B, Sweden Plaza, Kalawalapara, Mirpur‐1",Dhaka,Dhaka,1216,2,8053333,,,,No,No,,300,1
Harry Fashions Ltd,"Vordoba, Valuka, Maymensingh,",Mymensingh,Dhaka,,2,9817584,,85 8,1/4; 2/1; 3/2; 4/unknown 5/2; 6/1; 7/; 8/2;,No,No,‐,1970,1
Haseen Knit Composite Ltd.,"Mulaid,Mouna, Sripur, Gazipur",Gazipur,Dhaka,,2,9565770,,3,1/4; 2/4; 3/1;,No,No,"1/,01,2,3; 2/0,1,2,3; 3/0;",700,3
HASHMATULLAH KNIT WEARS LTD.,"183, NORTH GAZIRCHAT,UNIQUE, ALIA MADRASHA ROAD,ASHULIA, DHAKA.",DHAKA,Dhaka,1349,2,7788523,,,"1/6,",No,Yes,"1/4,5,6;",1500,1
Hdf Apparels Limited,"College Road, Joina Bazar, Telihati, Shreepur, Gazipur",Gazipur,Dhaka,1740,2,8956993,,1,0/1;,No,No,,120,2
Helicon Ltd,"Plot # 127, Dhaka EPZ (Old Area), Ganakbari, Savar",Dhaka,Dhaka,,2,7790414,,1,3;,No,No,,1491,1
Hemple Rehee Mfg Co.(Bd) Ltd,"Plot#23‐24, Sector‐6, Cep",Chittagong,Chittagong,4223,31,800100,,1,1/4;,No,No,,1800,1
HI APPARELS,"271,DT, ROAD KADAMTALI, Chittagong",Chittagong,Chittagong,,31,2529536,,1,1/4;,Yes,Yes,1/1;,475,2
Hi‐Fashion Composite textiles Ltd.,"Sreechala, Bagerbazar, Joydebpur, Gazipur",Gazipur,Dhaka,,2,678077839,,5,1/6; 2/1; 3/1; 4/1; 5/1;,No,Yes,"1/0,1,2,5; 2/0; 3/0; 4/0; 5/0;",650,2
HI‐FASHION LIMITED,"JAHAN BUILDING#2 (4th floor), 24 AGRABAD COMMERCIAL AREA",Chittagong,Chittagong,,31,714845,,,"1/4,",No,No,Not Shared,800,1
HKD INTERNATIONAL (CEPZ) LIMITED,"PLOT# 49‐55, SECTOR# 8, CEPZ",Chittagong,Chittagong,4214,31,740239,,406,"1/2,",No,No,Not Shared,950,1
Home Textiles Ltd,"East Chandora, Shafipur, Kaliakoir, Gazipur",Gazipur,Dhaka,,2,955363,,1,1/2;,No,No,,285,1
HONEYWELL GARMENTS LTD,"Plot # 1010,1011 Ambag, Mouza Baghia, Konabari",Gazipur,Dhaka,1346,2,9871235,,1,1/5;,No,No,‐,570,2
Hongkong Denim Ltd,"Plot # 9‐14 , 21‐26,Sector 03, Karnafuly Export Processing Zone",Chittagong,Chittagong,,,25022512,,2,"1/6,2/1;",No,No,,3300,1
Hop Lun (Bangladesh) Ltd.,"SFB #3,4,5,6 & 7 Export Processing Zone(Old), Ganakbari,Savar",Dhaka,Dhaka,1349,,1730069170,,5,1/4;2/4;3/3;4/3;5/3;,No,Yes,"1/0,1,2,3;2/0,1,3;3 /0,1,2;4/0,1,2;5/2;",4342,8
Hop Lun Apparel Ltd,"Sheema Complex & Shahin Complex Shataish Road, Gazipura Tongi, Gazipur,",Gazipur,Dhaka,,2,9297904,,2,1/7; 2/8;,No,No,‐,2319,2
Hop Yick (Bangladesh) limited,"61‐65, DEPZ, Ganakbari",Dhaka,Dhaka,1349,2,77891118,,4,1/3; 2/1; 3/1; 4/1;,No,No,,2850,5
Horizon Fashion wear ltd,"5,Bishuya Kuribari,Mirzapur union",Gazipur,Dhaka,1741,2,7920235,,3,"1/4,1/3,",No,No,,700,1
Hornbill Apparels Ltd.,"S.A. Plot 310, Baimail",Gazipur,Dhaka,1346,,1711687886,,,1/2;,No,No,,628,1
Hot Dress Limited,"Kalme, Dairy Farm, Saver",Dhaka,Dhaka,1341,2,7744130,,2,1/5; 2/0;,No,Yes,"1/2,3,4,5;2/0;",1600,8
Hotapara Garments Ltd:,"Bokran, Monipur, Hotapara",Gazipur,Dhaka,1740,2,8913802,,2,1/0;2/0;,No,No,‐,1147,2
Hydroxide Knitwear Ltd.,"Mouchak Kaliakur,Gazipur,Dhaka, Kaliakoir",Gazipur,Dhaka,,2,9297923,,6,1/7; 2/1; 3/1; 4/1; 5/1; 6/1;,No,Yes,1/5;,2149,4
Hypoid Composite Knit Ltd.,"176, South Krishnapur, Rajashan, Savar",Dhaka,Dhaka,,2,7713933,,,,No,No,,,1
Godnyle),"1 No Godnyle, Narayanganj",Narayanganj,Dhaka,,,,,,,No,No,,,1
"Dhakessary, Godnail)","2 no, Dhakessary, Godnail, Siddirgonj, Narayangonj, Dhaka, Bangladesh",Narayanganj,Dhaka,1431,2,7691051,,,Not Applicable,No,No,,547,1
Ibrahim Knit Garments (Pvt.) Ltd.,"Ailpara, Pathantoli, Siddirganj",Narayanganj,Dhaka,1400,,1711549803,,14,1/6; 2/5; 3/5; 4/0; 5/0;6/0; 7/0; 8/0; 9/0; 10/0; 11/0; 12/0; 13/0; 14/0;,No,No,‐,1361,2
ICCL,"Naojur, Codda Joydevpur",Dhaka,Dhaka,,2,8825826,,3,1/6; 2/1; 3/1;,No,Yes,1/1;,1500,2
IFS TEXWARE,"631, KUTUBPUR, FATULLAH,NARAYANGONJ",Narayanganj,Dhaka,,2,7691908,,2,"1/1, 2/4;",No,No,,1000,3
Ind's Ltd.,"Plot #10, Road #10, Shampur, Kadamtoli I/A, Dhaka",Dhaka,Dhaka,1204,2,721199688,,1,4;,No,Yes,"1/2,3;",752,1
Impress Newtex Composite Textile Ltd.,"Gorai, Mirzapur, Tangail",Tangail,Dhaka,,2,9830329,,1,"1/0, 1/1, 1/2, 1/3;",No,No,,2274,1
Indesore Embroidery Ltd,"F‐6, Main Road, Pallabi",Dhaka,Dhaka,,2,9813768,,1,0/1;,No,No,,30,1
Indesore Sweater Factory,"Hazirpukur, Choydana, National University",Gazipur,Dhaka,1704,2,9293771,,2,1/8; 2/1; 3/1; 4/1; 5/1;,No,Yes,1/6‐7; 5/1;,2700,3
INDIGO FASHIONS LTD,"KATHORA, GACHHA, NATIONAL UNIVERSITY, JOYDEPPUR, GAZIPUR",Gazipur,Dhaka,1704,2,9293947,,,1/4.,No,No,Not Shared,350,1
Intercare Limited,"687, South Agrabad, CDA, R/A,Road#20,Chittagong, Bangladesh.",Chittagong,Chittagong,4100,,713674,,2,"1/5,",Yes,Yes,"1/2,2/1;",660,1
Interfab Shirt Mfg Co,"302 / 547 Gasa Union Rd, Gazipur",Gazipur,Dhaka,,2,9291329,,,"Building 1 ‐ 6 Storied, Building 2 ‐ 2 Storied extension building",No,No,,4400,6
Interlink Apparels,"Plot no #1619‐21, Vogra Joydebpu, Gazipur",Gazipur,Dhaka,,2,8052362,,2,1/2; 2/1;,No,No,‐,1215,2
Interlink Dresses,"Shirin Chowdhury Complex, Vogra, Joydebpur",Gazipur,Dhaka,,,,,,,No,No,,,2
INTERLOOP BD LTD,"86,SOYDANA, NATIONAL UNIVERSITY",Gazipur,Dhaka,1704,2,929184,,2,"1/5, 1/1;",Yes,Yes,"0,2,4;",1200,2
LIMITED (UNIT‐1),"Beximco Industrial Park, Sarabo, Kashimpur, Gazipur",Gazipur,Dhaka,1349,2,8618220,,1,1;,No,No,,1893,2
International Classic Composite Ltd,"Naojur, kodda, Joydebpur",Gazipur,Dhaka,,2,9262369,,1,1/4;,No,No,‐,1550,4
(Unit 2),"Beximco Industrial Park, Sarabo, Kashimpur",Gazipur,Dhaka,,,,,4,1/2; 2/1; 3/1; 4/1;,No,No,‐,2473,3
International Trading Services Ltd,"Jarun, Konabari",Gazipur,Dhaka,,2,928940410,,2,1/10;2/9;,No,No,All,7422,2
INTERSTOFF APPARELS LIMITED,Pollibiddut Bus Stand,Dhaka,Dhaka,,,,,,,No,No,,,1
INTERSTOFF APPARELS LTD.,"Chandra, Kaliakoir",Gazipur,Dhaka,1753,2,9289103,,6,1/7; 2/4; 3/8; 4/1; 5/1; 6/1;,No,No,,3800,7
Interstoff Clothing Ltd.,"Kalameshwer, National University, Board Bazer",Gazipur,Dhaka,1704,2,9293373,,4,1/7; 2/3; 3/1; 4/1;,No,No,,1100,3
INTIMATE APPARELS LTD,"Karnaphuli EPZ, Plot no. 91‐93, North Patenga",Chittagong,Chittagong,4204,,250148184,,2,1/3; 2/1;,No,No,,2000,6
Intraco design Ltd,"241‐243 South Azampur,Dhakkin Khan,Dhaka",Dhaka,Dhaka,1230,2,8953914,,1,1/3;,No,No,,576,1
Intraco Sweaters Ltd.,"DEPZ Road, Ashulia, Savar, Dhaka",Dhaka,Dhaka,,2,7790670,,1,6;,Yes,Yes,"1/2,3,5;",530,2
Intramex Knitwear Ltd,"Laxmipura Chandona, Joydebpur, Gazipur,",Gazipur,Dhaka,,2,7790561,,8,1/7; 2/7; 3/7; 4/1; 5/1; 6/1; 7/1; 8/1;,No,No,‐,1074,2
Iqbal Texware Ltd.,"West Masdair, Fatullah, Narayanganj",Narayanganj,Dhaka,,2,7631416,,,,No,No,,,1
Irene Knitwear ltd,"Dailla, Demra,Dhaka",Dhaka,Dhaka,1362,2,7501317,,,"1/7,",No,Yes,,400,1
IRIS FABRICS LIMITED,"Zirani Bazar, Kashimpur",Gazipur,Dhaka,1349,2,7788142,,12,1/9; 2/6; 3/2; 4/1; 5/1; 6/1; 7/1; 8/1; 9/1; 10/1; 11/1; 12/1;,No,No,,3900,5
Iris Fashions Ltd.,"Dewan Idris Road,Zirabo,Savar",Dhaka,Dhaka,1341,2,7792922,,1,"1/10,",No,Yes,"1/0,1,2,3,4,",1580,5
Ishaqpur Sweater Industries Ltd,"Isaqpur, Mannan Nagar, Maizdi, Noakhali",Noakhali,Chittagong,3802,,17337110880,,1,1/2;,No,No,,498,1
ISLAM GARMENTS LIMITED (UNIT‐2),"ZARUN, KONABARI KONABARI",GAZIPUR,Dhaka,1346,,1711542071,,,1/3;2/6;3/1;4/1;5/1;,No,No,,2798,3
Islam Knit Designs Ltd.,"Zarun, Konabari, Gazipur Sadar, Gazipur",Gazipur,Dhaka,,2,92971014,,,"Building 1 ‐ 5 Storied, Building 2 ‐ 5 Storied Building 3 ‐ 9 Storied, Building 4 ‐ 4 Storied, ETP (Islam Knit uses Buildings 4 Ground Floor and Building 3)",No,No,,2259,6
J M FABRICS,"South Nayapara,, Bangla Bazar,",Dhaka,Dhaka,,,,,,,No,No,,,1
J.K SHIRT & FABRIC LIMITED,"3395, NAYAHAT ROAD, PANCHLISH.",Chittagong,Chittagong,,31,2583969,,,"1/3,",No,No,Not Shared,700,1
J.K. KNIT COMPOSITE LIMITED,"South Dariapur, Savar",Dhaka,Dhaka,1340,2,7710500,,9,1/6; 2/4; 3/7; 4/6; 5/4; 6/1; 7/1; 8/1; 9/1;,No,No,,1600,2
J.L Fashions ltd,Baimail.Konabari,Gazipur,Dhaka,,2,9297074,,,"1/5,",No,No,,1000,1
Jalal Ahmed Knit Composite Ltd.,"105,Dogourmura,Aricha road,Savar",Dhaka,Dhaka,1343,2,7742985,,5,1/2;2/1;3/0;4/0;5/0;,No,No,‐,400,2
Jams Apparels (PVT) LTD.,A‐69 & 76 BSCIC Hosiery Industrial Area Fatullah Narayanganj,,Dhaka,,2,7601595,,,,No,No,,,1
Jamuna Apparels Ltd.,"94/95 (Old), 46 (New), Block ‐ C, Tongi Industrial Area, Tongi, Gazipur",Gazipur,Dhaka,1710,2,9804563,,1,1/6;,No,No,,1400,4
Jamuna Denims Ltd.,"Jamuna Complex, Konabari, Gazipur",Gazipur,Dhaka,1370,2,2971436,,2,1/0;2/4;,No,No,,2200,1
Jamuna Fashion Wears Ltd.,"Plot#75,Road#5,Block#K,Rupnagar‐I/A,Mirpur",Dhaka,Dhaka,1216,2,8031342,,,,No,No,,460,3
Jamuna Knit Concern,"Road# 1 House#34 Kutubail,Fatullah,Narayanganj",Narayanganj,Dhaka,1400,,,,1,1/4;,No,No,"1/0,1,2,3;",240,1
Jamuna Knitting & Dyeing Ltd,"Konabari, Jodebpur, Gazipur",Gazipur,Dhaka,,2,9297109,,,Building 1 ‐ 4 Storied,No,No,,1600,2
Jamuna Knitting & Dyeing Ltd.,"Ka‐244, Kuril, Progoti Sharani, Baridhara",Gazipur,Dhaka,1200,,1728635727,,1,1/4;,No,No,,1900,1
Jann Composite Mills Ltd.,"Plot #4, Road #02, Abdullah Bag, North Badda, Dhaka",Dhaka,Dhaka,1212,2,8814942,,1,1/7;,No,No,,490,1
"Jay Jay Mills ( Bangladesh ) Pvt Ltd, Unit‐1Unit‐1, DS‐3 & FS‐1, Road No.2, CEPZ,Chittagong Chittagong",,,Chittagong,4223,31,740788,,2,N/A,No,Yes,N/A,552,1
"Jay Jay Mills ( Bangladesh ) Pvt Ltd, Unit‐3Unit‐3, Plot No.9‐11 & 2‐4, Sector‐7/A, CEPZ,",Chittagong,Chittagong,Chittagong,4223,31,740788,,212 1,N/A,No,Yes,N/A,2432,2
Jaya Knitting Limited,"Kanchpur, Narayangonj",Narayanganj,Dhaka,,,1728635727,,1,1/3;,No,Yes,1/2;,300,1
Jaycee's Apparels,"227 Outer Circular Road, Boro Moghbazar. Dhaka Dhaka",,Dhaka,1217,2,9331213,,,,No,No,,425,1
"JC Pozitif Tekstil SSection Seven Ltd. Plot# 21‐26, Sector# 3 Road‐4","CEPZ, Chittagong",Chittagong,Chittagong,,,1711563848,,1,1/5;,No,No,All,4200,1
JCK International Trading.,"Crown Fashion & Sweater Ind. Ltd. Plot #781‐782 Vogra, Joydevpur, Gazipur",Gazipur,Dhaka,,2,1711548190,,1,1/7;,No,No,All,4400,1
JEACON,"SOUTH SHALNA, JOYDEBPUR, GAZIPUR",Gazipur,Dhaka,1703,,178024117,,1,4;,No,No,N/A,1706,2
Jeans 2000 Ltd,"Plot# 67,Sector# 07,CEPZ, Chittagong",Chittagong,Chittagong,4223,31,801075,,1,"1/7,",No,No,"1/7,",3100,4
JEANS APPARELS LIMITED,"PLOT# 49/A, CDA, FUZDERHAT HEAVY INDUSTRIAL AREA, SAGARIKA ROAD",Chittagong,Chittagong,4219,31,2770925,,,"1/7,",No,No,Not Shared,2950,1
JEANS CARE LIMITED,"348/B, Tejgaon I/A, Dhaka",DHAKA,Dhaka,1208,2,8891447,,1,1/5;,No,Yes,1/3;,750,1
Jeans Express Ltd.,"49/A, CDAs, Fauzdarhat, Heavy I/A, Sagarika Road, Pahartali",Chittagong,Chittagong,,31,2770005,,,,No,No,,,1
Jeans Manufacturing Co. Ltd.,"13‐14, Zoo Road, Mollik Tower, Mirpur‐1",Dhaka,Dhaka,1216,2,8311374,,1,1/15;,Yes,Yes,"1/0,1,2,3;",1900,2
JEANS PLUS LTD.,"Plot No‐398, Sreepur Bus Stand, Ganakbari, Savar, Dhaka",Dhaka,Dhaka,1341,2,7788373,,,"1/4,",No,Yes,"1/0,1;",700,1
Jerat Fashion Ltd.,"1676/U, South Bakulia,Shah Amanat Bridge Connecting Road,Rajakhali",Chittagong,Chittagong,4000,,175596655,,1,6;,No,Yes,"1/0,1,2,5;",1400,2
Jericho Imex Ltd,"House 500, Road 34, (g.F) New DOHS, Mohakhali, Dhaka",Dhaka,Dhaka,1712,2,98911721,,,,No,No,,,1
Jerkin Wear,"1670/2091, West Sholashar, Building No. 3",Chittagong,Chittagong,,,,,,,No,No,,,2
JINNAT APPARELS LTD.,"SARDAGONJ ROAD, SARDAGONJ KASHIMPUR",Gazipur,Dhaka,1349,2,814020712,,6,1/7; 2/1; 3/4; 4/2; 5/1; 6/1;,No,No,,3500,3
Jinnat Fashion & Knitwears Ltd,"Saradaganj, Kashimpur",Gazipur,Dhaka,1349,3,814020713,,2,"1/3, 2/10;",No,No,,5600,2
Jiz Textile LTD,"Habibullah Tower, Vogra, Gazipur",Gazipur,Dhaka,1702,,1819227598,,,,No,No,,,1
"Jk Knit Composite Ltd,","10, South Dariapur , Savar Dhaka",Dhaka,Dhaka,1340,2,7745034,,4,1/6; 2/4; 3/7;4/6,No,No,,1650,4
JL SWEATER LIMITED,"Zirabo Post,, Ashulia Thana,, Savar",Dhaka,Dhaka,,,,,,,No,No,,,4
JM Fabrics Ltd.,"South Nayapara, 6 No Dogri, Bhawal, Mirzapur",Gazipur,Dhaka,1740,2,9201450,,7,1/6; 2/5; 3/1; 4/1; 5/1; 6/1; 7/1,No,No,,3100,5
JMS GARMENTS LTD.,"Plot # 1‐ 4, Sector # 6, CEPZ",Chittagong,Chittagong,,2,801142,,3,1/4;1/1;1/1;,No,No,,2100,2
Joint Garments Ltd.,"Siraj Shopping Complex (3rd Floor), 85, Muradpur, Panchlaish",Chittagong,Chittagong,,31,657179,,5,,No,No,,,1
JOOWON GLOBAL FASHION (BD) LTD,"CS‐158, CHAIDANA, K.B.Bazar",GAZIPUR,Dhaka,,2,9292537,,,"1/6,",Yes,Yes,"1/6,",685,1
Jovian Sweater Ltd.,"Razzak Plaza, B‐120, Jaleshwar, Savar Bus Stand, Savar",Dhaka,Dhaka,1206,2,9887939,,1,1/8;,Yes,Yes,"1/6,7;",750,2
JP Garments Ltd.,"Shiraj Shopping Complex, 85, Muradpur, Painchlaish, Chittagong",Chittagong,Chittagong,,2,657179,,1,5;,Yes,Yes,"1/2,4,5;",480,3
Jupiter R.G. Ltd.,"Plot: I/2 Rod:06.Sec.:07 Pallabi,Mirpur, Dhaka",Dhaka,Dhaka,1216,,,,1,9;,No,No,N/A,770,1
JUST WEST,H 492/3 R 9 DOHS BARIDHARA DHAKA,DHAKA,Dhaka,1206,2,8848020,,3,1/5; 2/3; 3/2;,No,No,‐,1234,1
K.B Apparels Ltd.,"30, 46, 47 Postogola I/A, Dhaka",Dhaka,Dhaka,1204,2,7413557,,1,1/3;,No,No,No,400,2
K.Morium Garments Ltd.,1219 DHAKA,Dhaka,Dhaka,1219,,,,,NA,No,No,NA,,1
KAC Fashion Wear Ltd,"12/13 Tetui Bari, Savar, Gazipur,",Gazipur,Dhaka,,2,9005562,,5,1/2; 2/1; 3/1; 4/1; 5/1;,No,No,‐,2079,1
Kalam Sweater Limited,"Paragon, Seedstore, Valuka, Mymensingh",Mymensingh,Dhaka,,,1713038372,,1,1/3;,No,No,No,378,1
Kamtex Limited.,"B1/1, Harinhati, Chandra, Kaliakoir, Gazipur",Gazipur,Dhaka,,,1934351124,,,,No,No,,,1
"Kang Book Co.,(Bd) Ltd","Plot#21 Sector No 01,Cepz",Chittagong,Chittagong,4223,3,1740036,,1,1/2;,No,No,,1084,1
Kaniz Fashions Ltd.,"228/A, Tejgaon Industrial Area",Dhaka,Dhaka,1208,2,8853811,,1,1/9;,No,No,,3000,3
Kappa Fashion Wear Ltd.,"65/2, Sirajdullah Road, Kalir Bazar,Narayangonj",Narayanganj,Dhaka,1400,2,9752329,,1,1/5;,No,No,,220,1
KARIM FASHION,"PLOT‐1/2‐1/3, BLOCK‐KA,SECTION‐1,MIRPUR",Dhaka,Dhaka,1216,2,902223,,,"1/5,",No,No,Not Shared,300,1
KARIM TEXTILES LIMITED,"Noorbag, Kaliakoir, Gazipur",Gazipur,Dhaka,1751,2,9297931,,4,1/11; 2/6; 3/4; 4/0;,No,No,NA,1576,3
Karnaphuli Knit Wear Ltd.,"Fatta Paza, 70 Green Road",Dhaka,Dhaka,,,1711592224,,,,No,No,,624,2
Karnaphuli Shoes Industries Ltd,"KEPZ, Anowara, Chittagong",Chittagong,Chittagong,4371,,1713104301,,1,1/1;,No,No,,715,1
KAROONI KNIT COMPOSITE LIMITED,"RATANPUR, SHAFIPUR, KALIAKOIR",Gazipur,Dhaka,1751,,1730700170,,11,1/7; 2/3; 3/4; 4/1; 5/1; 6/1; 7/1; 8/1; 9/1; 10/1; 11/1;,No,No,,3400,5
Karotoa Apparels Ltd,Tatkhana road,Dhaka,Dhaka,,,1919990767,,,,No,No,,,1
Kattali Textile Ltd.,CHOWDURY BARI;KORNEL JONS ROAD;NORTH KATTALI;CHITTAGONG,Chittagong,Chittagong,,31,713661,,1,1/5;,No,No,,900,1
Kayaba Knitwear,"A‐99, BSCIC, Fatullah, Narayangonj, Dhaka",Narayanganj,Dhaka,1400,2,7671938,,1,6;,No,No,"1/0,1,2,3,4,5;",350,2
KC Lingerie,"57/1, Water Works Road, Godnail",Narayanganj,Dhaka,1400,2,7641086,,3,"1/6; 2/6, 1/2;",No,No,‐,390,1
KDS Apparels Ltd.,251 / 252 Nasirabad Industrial Area,Chittagong,Chittagong,4211,31,681240,,2,1/6; 2/1;,No,No,,1500,1
KDS Fashions Ltd.,"253‐254, Nasirabad I/A",Chittagong,Chittagong,4211,31,681240,,1,1/3;1/2;,No,No,N/A,2650,2
