"V2","typ"
"Metro Knitting & Dyeing Mills Ltd.","BGMEA"
"Dotcom Sweater Ltd.","BGMEA"
"New Wave Style Ltd.","BGMEA"
"Venus Apparels Ltd.","BGMEA"
"Nippon Sweaters Ltd.","BGMEA"
"Proshmoni Sweater Ltd.","BGMEA"
"Sayem Fashions Ltd.","BGMEA"
"AMS Int'l (Sweaters) Ltd.","BGMEA"
"Wega  Design Way Ltd.","BGMEA"
"Fashion Innovation Ltd.","BGMEA"
"Titas Sweater Inds. Ltd.","BGMEA"
"Mastex Sweater Inds. Ltd.","BGMEA"
"Rafi Texmode Ltd.","BGMEA"
"Target Sweater Inds. Ltd.","BGMEA"
"Foptex (Pvt) Ltd.","BGMEA"
"Robin Knit Wear Ltd.","BGMEA"
"Magpie Knit Wear Ltd.","BGMEA"
"Mermaid Sweaters Ltd.","BGMEA"
"NDC Sweaters Ltd.","BGMEA"
"Flamingo Fashions Ltd.","BGMEA"
"Sadia Garments Ltd.","BGMEA"
"Sonia & Sweaters Ltd.","BGMEA"
"Perfect Sweaters Ltd.","BGMEA"
"Southern Clothings Ltd.","BGMEA"
"Resalat Knit & Sweater Ltd.","BGMEA"
"Winwear Ltd.","BGMEA"
"Harvard Sweater Ind. Ltd.","BGMEA"
"Rhymer Apparel Ltd.","BGMEA"
"Common Threads Ltd.","BGMEA"
"Arnob Sweaters Ltd.","BGMEA"
"Epcot Apparels Ltd.","BGMEA"
"Hamid Sweater Ltd.","BGMEA"
"Int'l Knitwear & Apparels Ltd.","BGMEA"
"Int'l Knitwear & Apparels Ltd. (U-2)","BGMEA"
"Spring Knit Wears Ltd.","BGMEA"
"Ekram Sweaters Ltd.","BGMEA"
"D & S Pretty Fashions Ltd.","BGMEA"
"Pan Pacific Sweaters Ltd.","BGMEA"
"Thina Sweaters Ltd.","BGMEA"
"HMN Fashion Ltd.","BGMEA"
"Quality Assured Ltd.","BGMEA"
"R.L. Tex Ltd.","BGMEA"
"Update Apparels Ltd.","BGMEA"
"Natural Wool Wears Ltd.","BGMEA"
"Cosmo Sweaters Ltd.","BGMEA"
"K-Tex Industrial Co. Ltd.","BGMEA"
"Landmark Yarn Dyeing Ltd.","BGMEA"
"River Side Sweaters Ltd.","BGMEA"
"Woolen & Wool Ltd.","BGMEA"
"Convince Apparels Ltd.","BGMEA"
"Interlink Apparels Ltd.","BGMEA"
"Fame Sweaters Ltd.","BGMEA"
"Corona Fashion Ltd.","BGMEA"
"Nur Woolwears Ltd.","BGMEA"
"Mollah Knit Fashions Ltd.","BGMEA"
"Masihata Sweaters Ltd.","BGMEA"
"Woolen Wear Ltd.","BGMEA"
"Cold Asia Sweater Ltd.","BGMEA"
"Musk Sweater Composite Ltd.","BGMEA"
"Vibgyor Fashion Ltd.","BGMEA"
"Sharmin Apparels Ltd.","BGMEA"
"Il Reu O & O Ltd.","BGMEA"
"Siddique Fashions (Pvt) Ltd.","BGMEA"
"Gumti Apparels Ltd.","BGMEA"
"Daiyyan Knitwear Ltd.","BGMEA"
"Softex Sweater Inds. (Pvt) Ltd.","BGMEA"
"Comptex Bangladesh Ltd.","BGMEA"
"Advance Sweater Industry Ltd.","BGMEA"
"Century Design & Fashion (Pvt) Ltd.","BGMEA"
"Salam Jeans Ltd.","BGMEA"
"Atlanta Sweater Ltd.","BGMEA"
"Jointex Knitwears Ltd.","BGMEA"
"Pacific Winterwear Ltd.","BGMEA"
"Florin Fashions Int'l Ltd.","BGMEA"
"Ducati Apparels Ltd.","BGMEA"
"Crown Wears (Pvt) Ltd.","BGMEA"
"Unitrade Fashion Wear Ltd.","BGMEA"
"Active Sweaters Ltd.","BGMEA"
"Tanay Sweater Ltd.","BGMEA"
"Utah Knitting & Dyeing Ltd. (G-D)","BGMEA"
"Opex Stylewear Ltd..","BGMEA"
"Epyllion Knitwears Ltd.","BGMEA"
"S.F. Fashion Wears Ltd.","BGMEA"
"Mohammadi Group Ltd.","BGMEA"
"Interfab Shirts Manufacturing Ltd.","BGMEA"
"B2B Excellence Ltd.","BGMEA"
"Harun Twisting Ind. (Pvt) Ltd.","BGMEA"
"Haseen Sweater Ltd.","BGMEA"
"Naziat Sweaters Ltd.","BGMEA"
"One Composite Mills Ltd.","BGMEA"
"Banika Fashions Ltd.","BGMEA"
"Samin Wintermate Ltd.","BGMEA"
"Oeko-Tex Ltd.","BGMEA"
"M K Sweaters Ltd.","BGMEA"
"Rahmat Sweaters (BD) Ltd.","BGMEA"
"Green Arrow Sweater Inds. Ltd.","BGMEA"
"Onus Design Ltd.","BGMEA"
"Best Wool Sweaters Ltd.","BGMEA"
"Deva Limited","BGMEA"
"Amotex Ltd.","BGMEA"
"Can-Am Garments (Pvt) Ltd.","BGMEA"
"A.R. Khan Sizing & Fabrics Ltd.","BGMEA"
"Giant Apparels Ltd.","BGMEA"
"Les Pulls D' Alex Ltd.","BGMEA"
"Good Rich Sweaters Ltd.","BGMEA"
"Abir Fashions","BGMEA"
"Manta Apparels Ltd.","BGMEA"
"Aero Design & Fashion Ltd.","BGMEA"
"Iris Fashions Ltd.","BGMEA"
"Anzir Apparels Ltd. (U-2)","BGMEA"
"Reedisha Knitex Ltd.","BGMEA"
"Ama Fashionwears Ltd.","BGMEA"
"Oaishe Composite Garments Ltd.","BGMEA"
"Wega Style Wise (Pvt) Ltd.","BGMEA"
"Pantex Dresses Ltd.","BGMEA"
"Tamishna Fashion Wear Ltd.","BGMEA"
"April Fashions Ltd.","BGMEA"
"Monami Sweater Ltd.","BGMEA"
"Shanon Sweaters Ltd.","BGMEA"
"Pinaki-Seha Inds. Ltd.","BGMEA"
"Hypoid Girls Fashion Ltd.","BGMEA"
"M.J. Sweaters Ltd.","BGMEA"
"Tuba Textile Mills Ltd.","BGMEA"
"Vision Wears Ltd.","BGMEA"
"Navana Textiles Ltd. (S-U)","BGMEA"
"Loadstar Sweaters Ltd.","BGMEA"
"ESE Knitwear Ltd.","BGMEA"
"Creative Woolwear Ltd.","BGMEA"
"M.I.M. Dresses Ltd.","BGMEA"
"Dhaka Pullovers Ltd.","BGMEA"
"Commitment Knitwear Ltd.","BGMEA"
"Intramex Sweater Ltd.","BGMEA"
"Green Leaf Apparels Ltd.","BGMEA"
"Waltz Fashions Ltd.","BGMEA"
"SAM Sweaters Ltd.","BGMEA"
"Crescent Fashion And Design Ltd.","BGMEA"
"Madinaple Fashions Craft Ltd.","BGMEA"
"Landmark Sweaters Ltd.","BGMEA"
"La-Belle Sweater (Pvt) Ltd.","BGMEA"
"Scandex Knitwear Ltd.","BGMEA"
"AKH Knitting & Dyeing Ltd.","BGMEA"
"Alauddin Garments Ltd.","BGMEA"
"Tamizuddin Fashions ltd.","BGMEA"
"Arunima Sports Wear Ltd.","BGMEA"
"Ha-Meem Design Ltd.","BGMEA"
"Refat Garments Ltd.","BGMEA"
"That's It Garments Ltd.","BGMEA"
"Alliance Stitches Ltd.","BGMEA"
"Imperial Sweaters (BD) Ltd.","BGMEA"
"Amity Sweaters Ltd.","BGMEA"
"Passion Jeans Ltd.","BGMEA"
"Asha Creations Ltd.","BGMEA"
"Dynasty Sweater (BD) Ltd.","BGMEA"
"ARN Sweaters Ltd.","BGMEA"
"Stylo Fashion Garments Ltd.","BGMEA"
"Al-Sahabi Modemaker Ltd.","BGMEA"
"Mccoy Sweater Ltd.","BGMEA"
"Tex Town Ltd.","BGMEA"
"Sumis Sweaters Ltd.","BGMEA"
"United Designers Ltd.","BGMEA"
"Anlima Textile Ltd.","BGMEA"
"F.B. Fashion (Pvt) Ltd.","BGMEA"
"ZAC Wears Ltd.","BGMEA"
"Wax-Bill Sweater Ltd.","BGMEA"
"Hydroxide Knitwear Ltd.","BGMEA"
"Jinnat Fashions Ltd.","BGMEA"
"Naila Fashion (Pvt) Ltd.","BGMEA"
"Mercantile Fashions Ltd.","BGMEA"
"Sinha Stylewears Ltd.","BGMEA"
"Exotic Sweaters Ltd.","BGMEA"
"Prime Product Ltd.","BGMEA"
"YNL Apparel Ltd.","BGMEA"
"Gazipur Fashion Ltd.","BGMEA"
"D.S. Fashion Ltd.","BGMEA"
"S.S. Sweater Ltd.","BGMEA"
"Prime Sweaters Ltd.","BGMEA"
"The Cloth & Fashion Ltd.","BGMEA"
"Karims Fashion Wear Ltd.","BGMEA"
"Padma Sweaters Ltd.","BGMEA"
"Comfort Socks Ltd.","BGMEA"
"D.K. Textile Ltd.","BGMEA"
"Standard Group Ltd.","BGMEA"
"Xin Bangla Fabrics","BGMEA"
"Motherland Sweater Inds. Ltd.","BGMEA"
"Biped Sweaters Ltd.","BGMEA"
"Nafa Apparels Ltd.","BGMEA"
"SRT Fashions Ltd.","BGMEA"
"Centex Textile & Apparels Ltd.","BGMEA"
"A & A Fashion Sweaters Ltd.","BGMEA"
"Abanti Colour Tex. Ltd.","BGMEA"
"Casendra Sweater Ltd.","BGMEA"
"Seven Star Sweater (Pvt) Ltd.","BGMEA"
"Ashique Dress Design Ltd.","BGMEA"
"Cotton Field (BD) Ltd.","BGMEA"
"Amex Apparel Ltd.","BGMEA"
"Fakir Knitwears Ltd.","BGMEA"
"R.R. Acrylic Ltd.","BGMEA"
"AKR Fashions Ltd.","BGMEA"
"Ocean Trousers Ltd.","BGMEA"
"Samar Fashion Tex Ltd.","BGMEA"
"Sattar Textile Mills Ltd.","BGMEA"
"Sana Sweaters","BGMEA"
"Hyun Apparels Ltd.","BGMEA"
"Giant Knit Fashions Ltd.","BGMEA"
"Apex Jersey Ltd.","BGMEA"
"Linkers Sweaters Ltd.","BGMEA"
"Tanaz Fashions Ltd.","BGMEA"
"Noorjahan Knitting Inds. Ltd.","BGMEA"
"Sweater Heaven Ltd.","BGMEA"
"Noor Fashion","BGMEA"
"Evitex Fashions Ltd.","BGMEA"
"Asra Sweaters Ltd.","BGMEA"
"Powertex Fashions Ltd.","BGMEA"
"Hamid Tex Fashion Ltd.","BGMEA"
"Mondol Fabrics Ltd.","BGMEA"
"Centex Fashions Ltd.","BGMEA"
"Dream Top (BD) Ltd.","BGMEA"
"Sams Attire Ltd.","BGMEA"
"Norp Knit Industries Ltd.","BGMEA"
"Odyssey Dresses Ltd.","BGMEA"
"Fareast Dresses Ltd.","BGMEA"
"S.S. Hi-Fashion Wear Ltd.","BGMEA"
"Tusuka Trousers Ltd.","BGMEA"
"Hot Dress Ltd.","BGMEA"
"Seasons Sweaters Ltd.","BGMEA"
"Cassiopea Apparels Ltd.","BGMEA"
"A.M. Design Ltd.","BGMEA"
"Jans Fabrics Ltd.","BGMEA"
"P & M Fashions Ltd.","BGMEA"
"Teximco Sweaters Ltd.","BGMEA"
"Bengal Leisure Wear Ltd.","BGMEA"
"Envoy Fashions Ltd.","BGMEA"
"Excellent Attire Ltd.","BGMEA"
"Birds RNR Fashions Ltd.","BGMEA"
"Ansear S.C.M. Ltd.","BGMEA"
"Fashion Plus Ltd.","BGMEA"
"Trust Sweater Ltd.","BGMEA"
"BP Wears (Pvt) Ltd.","BGMEA"
"Utah Fashions Ltd.","BGMEA"
"Oriental Wool Wears Ltd.","BGMEA"
"SM Euro Fashion Ltd.","BGMEA"
"Civic Apparels Ltd.","BGMEA"
"That's It Sports Wear Ltd.","BGMEA"
"L.L. Knitwears Ltd.","BGMEA"
"Fahami Industries Ltd.","BGMEA"
"Alliance Composite Industries","BGMEA"
"AST Knitwear Ltd.","BGMEA"
"T-Mart Computerised Sweater Ltd.","BGMEA"
"Knit Valley Ltd.","BGMEA"
"Modern Image Sweater (Pvt) Ltd.","BGMEA"
"Pentex Fashions Ltd.","BGMEA"
"Aamra Apparels Ltd.","BGMEA"
"Interstoff Apparels Ltd.","BGMEA"
"Rupa Woolwear Ltd.","BGMEA"
"Everbright Sweater Ltd.","BGMEA"
"Bhuyan Warmtex (Pvt.) Ltd.","BGMEA"
"Gold Star Design Ltd.","BGMEA"
"Tunic Fashions Ltd.","BGMEA"
"Pandora Sweaters Ltd.","BGMEA"
"Garments Export Village Ltd.","BGMEA"
"Tex-Tech Garments Ltd.","BGMEA"
"Nowsin Garments Inds. Ltd.","BGMEA"
"Hardy Associates Ltd.","BGMEA"
"Ayesha Clothing Co. Ltd.","BGMEA"
"Babi Sweaters Ltd.","BGMEA"
"Goldtex Garments Ltd.","BGMEA"
"Ratul Fabrics Ltd.","BGMEA"
"Mark Limited","BGMEA"
"Panna Fashions Ltd.","BGMEA"
"MHC Apparels (Pvt) Ltd.","BGMEA"
"Saadatia Sweaters Ltd.","BGMEA"
"Nassa Basics Ltd.","BGMEA"
"Nor-Pearl Knitwear Ltd.","BGMEA"
"Madina Wear House Ltd.","BGMEA"
"Bonded Fashion Ltd.","BGMEA"
"Pimkie Apparels Ltd.","BGMEA"
"Moonlux Composite Knit Garments Ltd.","BGMEA"
"Mohammadi Fashions Ltd.","BGMEA"
"MG Shirttex Ltd.","BGMEA"
"MG Knit Flair Ltd.","BGMEA"
"RIO Fashion Wear Ltd.","BGMEA"
"Dana Sweater Inds. Ltd.","BGMEA"
"Concorde Knitting & Dyeing Inds. Ltd. (U-2)","BGMEA"
"A.J. Super Garments Ltd.","BGMEA"
"Tex Knit International","BGMEA"
"Tosrifa Indutries Ltd.","BGMEA"
"S-21 Apparels Ltd.","BGMEA"
"Noorun Nahar Knitwear Ltd.","BGMEA"
"Bentley Sweater Ltd.","BGMEA"
"Argyle Sweaters Ltd.","BGMEA"
"A.K.J. Fashions Fabrics Ltd.","BGMEA"
"Tuba Fashion Ltd.","BGMEA"
"Pasha Denims Ltd.","BGMEA"
"Islam Dresses Ltd.","BGMEA"
"Evernal Industry Ltd.","BGMEA"
"4A Yarn Dyeing Ltd.","BGMEA"
"Atashi Fashion Ltd.","BGMEA"
"Woolen Design (Pvt.) Ltd.","BGMEA"
"Rahnuma Fashion Wears Ltd.","BGMEA"
"Bengal Jeans Ltd.","BGMEA"
"Viyellatex Ltd.","BGMEA"
"Denimach Ltd.","BGMEA"
"Uttaran Woven & Knit Ltd.","BGMEA"
"A.T.S. Apparels Ltd.","BGMEA"
"Tanima Knit Composite Ltd.","BGMEA"
"Meditex Sweater Ltd.","BGMEA"
"Designtex Fashions Ltd.","BGMEA"
"Maxcom International (BD) Ltd.","BGMEA"
"Q-Point Fashions Ltd.","BGMEA"
"Bali Fashions Ltd.","BGMEA"
"Medlar Apparels Ltd.","BGMEA"
"Apex Textile Printing Mills Ltd.","BGMEA"
"Fyne Sweaters Ltd.","BGMEA"
"Trade Wind Sweaters Ltd.","BGMEA"
"P & O Attires Ltd.","BGMEA"
"MPL Wear Ltd.","BGMEA"
"Ananta Garments Ltd.","BGMEA"
"Ananta Jeanswear Ltd.","BGMEA"
"Hotapara Garments Ltd.","BGMEA"
"Lynda Fashions Ltd.","BGMEA"
"Fahami Knitwear Ltd.","BGMEA"
"Creatives Designers Ltd.","BGMEA"
"Winter Collection Ltd.","BGMEA"
"Colour Stitch Ltd.","BGMEA"
"Earthee Wear Ltd.","BGMEA"
"Envoy Design Ltd.","BGMEA"
"Esses Fashions Ltd.","BGMEA"
"Bando Design Ltd.","BGMEA"
"Dip Knitwear Limited","BGMEA"
"Turjo Apparels Ltd.","BGMEA"
"Crystal Outerwear Manf. Co. (Pvt.) Ltd.","BGMEA"
"R.R. Apparels Ltd.","BGMEA"
"Eve Dress-Shirts Ltd.","BGMEA"
"Akik Apparels Ltd.","BGMEA"
"DSL Sportwear Ltd.","BGMEA"
"Tas Future Design Ltd.","BGMEA"
"Comfit Composite Knit Ltd.","BGMEA"
"A One Dress Makers Ltd.","BGMEA"
"AKH Knitwear Ltd.","BGMEA"
"Panwin Designs Ltd.","BGMEA"
"Snowtex Apparels Ltd.","BGMEA"
"Mascot Knits Ltd.","BGMEA"
"Dazzling Fashions Ltd.","BGMEA"
"Hy-Lan Sweater Int'l. Ltd.","BGMEA"
"Diganta Sweaters Ltd.","BGMEA"
"Gramtech Knit Dye. Finishing & Gmts. Ind. Ltd.","BGMEA"
"Dekko Readywears Ltd.","BGMEA"
"Pantaloon Design Ltd.","BGMEA"
"Monno Attire Ltd.","BGMEA"
"Savar Shirts Ltd.","BGMEA"
"Tangail Apparels Ltd.","BGMEA"
"Hasan Tanvir Fashion Wears Ltd.","BGMEA"
"Juvenile Sweaters Ltd.","BGMEA"
"Pratik Apparels Ltd.","BGMEA"
"Blue Seal Textile Ltd.","BGMEA"
"Golden Times Sweater & Dyeing Ltd.","BGMEA"
"Sweater Cottage Ltd.","BGMEA"
"Mam Knit Inds. Ltd.","BGMEA"
"Epyllion Style Ltd.","BGMEA"
"Helicon Ltd.","BGMEA"
"Intramex Knitwear Ltd.","BGMEA"
"Mark Terry Ltd.","BGMEA"
"Y.K. Knitwear Ltd.","BGMEA"
"Kaizer Knitwears Ltd.","BGMEA"
"Tasmia Apparels Ltd.","BGMEA"
"Han Apparels Ltd.","BGMEA"
"Kwun Tong Apparels Ltd.","BGMEA"
"Sterling Creations Ltd.","BGMEA"
"Rabab Fashion Ind. Ltd.","BGMEA"
"Fair Washing Ltd.","BGMEA"
"A Plus Industries Ltd.","BGMEA"
"Shanta Denims Ltd.","BGMEA"
"KA Design Ltd.","BGMEA"
"Body Link Sweater Ltd.","BGMEA"
"Rowshan Apparels Ltd.","BGMEA"
"Tex Tech Co. Ltd.","BGMEA"
"Cosmopolitan Inds. (Pvt.) Ltd.","BGMEA"
"Seam Line Ltd.","BGMEA"
"Rex Composite Knit Wears Ltd.","BGMEA"
"Aristo Fashions Ltd.","BGMEA"
"Dird Composite Textiles Ltd.","BGMEA"
"Proshadpur Knit Wear Ltd.","BGMEA"
"S. Nahar & Sons Ltd.","BGMEA"
"P.N. Composite Ltd.","BGMEA"
"Evitex Apparels Ltd.","BGMEA"
"I.B. Apparels  Ltd.","BGMEA"
"Epcot Jeans Ltd.","BGMEA"
"Young Socks Ltd.","BGMEA"
"The Rose Dresses Ltd.","BGMEA"
"Pritha Fashions Ltd.","BGMEA"
"Promod Knit Wear Ltd.","BGMEA"
"Designer Jeans Ltd.","BGMEA"
"Babylon Casualwear Ltd.","BGMEA"
"M.P. Sweaters Ltd.","BGMEA"
"Banex Apparel Ltd.","BGMEA"
"Voyager Dyeing & Finishing Mills Ltd.","BGMEA"
"Shah Ali Knitwears","BGMEA"
"Intramex Apparels Ltd.","BGMEA"
"Bakhrabad Knitting Inds. Ltd.","BGMEA"
"Sterling Design Ltd.","BGMEA"
"Ashulia Apparels Ltd.","BGMEA"
"Shenzhen Winterwears Ltd.","BGMEA"
"Omorfu Sweater Ltd.","BGMEA"
"Swan Jeans Ltd.","BGMEA"
"Geebee Garments Inds. Ltd.","BGMEA"
"Sharmin Fashions Ltd.","BGMEA"
"Kaveri Sweaters","BGMEA"
"Meghna Knit Composite Ltd.","BGMEA"
"Prochesta Knit Textiles Ltd.","BGMEA"
"Knitsters Company Ltd.","BGMEA"
"Tricotex Sweaters Ltd.","BGMEA"
"AKH Stitch Art Ltd.","BGMEA"
"KAC Composite Knit Inds. Ltd.","BGMEA"
"Givensee Garments Ltd.","BGMEA"
"Eurozone Fashion Ltd.","BGMEA"
"Nandan Apparels","BGMEA"
"Latin Fashions Ltd.","BGMEA"
"T & Brothers Knit Composite Ltd.","BGMEA"
"Shams Styling Wears Ltd.","BGMEA"
"S.A. Composite Knit Wears Ltd.","BGMEA"
"Yolk Apparels Ltd.","BGMEA"
"Shamrin Tex Ltd.","BGMEA"
"Sonia Fine Knit Ltd.","BGMEA"
"Rupayan Sweaters Ltd.","BGMEA"
"Esprit Apparels Ltd.","BGMEA"
"Shamsher Rezia Fashions Ltd.","BGMEA"
"Keya Knit Composite Ltd.","BGMEA"
"Global Woven Wear Ltd.","BGMEA"
"Design Express Ltd.","BGMEA"
"Nexus Fashion Ltd.","BGMEA"
"Tamanna Sweater Ltd.","BGMEA"
"Intraco Design Ltd.","BGMEA"
"Inshallah Fashion Knit Wears","BGMEA"
"Adury Apparels Ltd.","BGMEA"
"Horizon Fashion Wear Ltd.","BGMEA"
"Old River Knitting Ltd.","BGMEA"
"Tarasima Apparels Ltd.","BGMEA"
"Virtual Knitwear Ltd.","BGMEA"
"Nassa Hi-Tech Wear Ltd.","BGMEA"
"Global Nassa Wear Ltd.","BGMEA"
"Pearl Prince Apparels Ltd.","BGMEA"
"Bughshan Garments (Pvt) Ltd.","BGMEA"
"Rajdhani Fashions Ltd.","BGMEA"
"Mac-Tex Inds. Ltd.","BGMEA"
"Fahami Shirts Ltd.","BGMEA"
"Fahami Dresses Ltd.","BGMEA"
"Sag Fashion Ltd.","BGMEA"
"Lavender Garment Ltd.","BGMEA"
"Trend Force Garments (BD) Ltd.","BGMEA"
"Sterling Styles Ltd.","BGMEA"
"Honesty Apparels Ltd.","BGMEA"
"Majumder Fashions Ltd.","BGMEA"
"Sanguine Sweaters Ltd.","BGMEA"
"Shin Shin Apparels Ltd.","BGMEA"
"H.R. Style Ltd.","BGMEA"
"Pentagon Knit Com. Ltd.","BGMEA"
"Fin Fashion Ltd.","BGMEA"
"Sinha Designers Ltd.","BGMEA"
"Alfa Patterns (Bangladesh) Ltd.","BGMEA"
"Zephyr Warmwears Ltd.","BGMEA"
"T-Design Ltd.","BGMEA"
"TNZ Apparels Ltd.","BGMEA"
"Needle-Wave Knitwear Ltd.","BGMEA"
"Noorjahan Apparels Ltd.","BGMEA"
"Vista Fashion Wear Ltd.","BGMEA"
"Jeans Care Ltd.","BGMEA"
"Jamuna Denims Ltd. (Gmts & Washing Unit)","BGMEA"
"Mark Mode Ltd.","BGMEA"
"Texeurop (BD) Ltd.","BGMEA"
"Rahima Composite Ltd.","BGMEA"
"Decent Wear Ltd.","BGMEA"
"Synergy Design Fashion (Pvt) Ltd.","BGMEA"
"Tandem Sweaters Ltd.","BGMEA"
"Lifestyle Fashion Maker Ltd.","BGMEA"
"Samia Garments (Pvt) Ltd.","BGMEA"
"Adams Apparels Ltd.","BGMEA"
"Dresden Textiles Ltd.","BGMEA"
"Trust Knitwear Inds't Ltd.","BGMEA"
"Artistic Design Ltd.","BGMEA"
"Topaz Dresses Ltd.","BGMEA"
"N.K.L. Apparels Ltd.","BGMEA"
"Kipling Apparel Ltd.","BGMEA"
"J.M. Fabrics Ltd.","BGMEA"
"Adeeb Garments Ltd.","BGMEA"
"SMH New Generation Apparels Ltd.","BGMEA"
"Sweater Land Ltd.","BGMEA"
"Wear & Style Ltd.","BGMEA"
"Peninsula Dresses Int'l Ltd.","BGMEA"
"Bhorari Knit Wear Ltd.","BGMEA"
"Target Fine-Knit Inds Ltd.","BGMEA"
"Sinha Denimwear Ltd.","BGMEA"
"Bonian Knit Fashion Ltd.","BGMEA"
"MARS Stitch Ltd.","BGMEA"
"Excom Fashions Ltd.","BGMEA"
"Shezads Desigwear Ltd.","BGMEA"
"Cotton Club (BD) Ltd.","BGMEA"
"Top Style Sweater Ltd.","BGMEA"
"Rey-Tex Fashion Wears Ltd.","BGMEA"
"Arcadia Knitwears Ltd.","BGMEA"
"Apparel Today Ltd.","BGMEA"
"Glaze Knitwear Ltd.","BGMEA"
"Concept Knitting Ltd.","BGMEA"
"Velox Fashions Ltd.","BGMEA"
"Esha Composite Ind. Ltd.","BGMEA"
"Rupam Knitwear Ltd.","BGMEA"
"Gulf Knitting & Textile Ltd.","BGMEA"
"Olio Apparels Ltd.","BGMEA"
"Trouser World (Pvt) Ltd.","BGMEA"
"M.F. Apparels","BGMEA"
"CDF Design (BD)","BGMEA"
"Safaa Sweaters Ltd.","BGMEA"
"Advance World Ltd.","BGMEA"
"Barobi Tex Ltd.","BGMEA"
"Amazing Fashions Ltd.","BGMEA"
"Boston Design Ltd.","BGMEA"
"Nirzhor Knitwear Ltd.","BGMEA"
"Huda Wintry Fashions Ltd.","BGMEA"
"Shadhin Garments (Pvt.) Ltd.","BGMEA"
"Afrinad Knit Inds. Ltd.","BGMEA"
"Kims Corporation Ltd.","BGMEA"
"Al-Tahsin Apparels Ltd.","BGMEA"
"Shoaib Apparels Ltd.","BGMEA"
"South West Composite Ltd.","BGMEA"
"Aster Apparels Ltd.","BGMEA"
"Tahmina Denim Ltd.","BGMEA"
"Abu Apparels Ltd.","BGMEA"
"Zaara Composite Textiles Ltd.","BGMEA"
"Astro Knitwear Ltd.","BGMEA"
"Your Fashion Sweater Ltd.","BGMEA"
"Merchandising Fashion Ltd.","BGMEA"
"Unicom Knit Apparels Ltd.","BGMEA"
"Jazz Sweaters Ltd.","BGMEA"
"Toyeabia Apparels Ltd.","BGMEA"
"Knit & Knitwears Ltd.","BGMEA"
"Robin Garments Ltd.","BGMEA"
"AB Mart Fashionwear Ltd.","BGMEA"
"Diadem Sweaters Ltd.","BGMEA"
"Farshe Dyeing Ltd.","BGMEA"
"Root Apparels Ltd.","BGMEA"
"Spring Trade Ltd.","BGMEA"
"Feroja Apparels","BGMEA"
"M.M. Composite Knit Ltd.","BGMEA"
"Eminent Fashion Ltd.","BGMEA"
"Fresh Fashion Wear Ltd.","BGMEA"
"Kento Asia Ltd.","BGMEA"
"Lida Textile & Dyeing Ltd.","BGMEA"
"Pabna Export Wear Ltd.","BGMEA"
"Mim Design Ltd.","BGMEA"
"Dastagir Apparels (Pvt.) Ltd.","BGMEA"
"Energypac Fashions Ltd.","BGMEA"
"Islam Knit Designs Ltd.","BGMEA"
"D.G. Knitting Co.","BGMEA"
"Shakura Fashion Ltd.","BGMEA"
"Acumen Garments Ltd.","BGMEA"
"Cutting Edge Garments Factory Ltd.","BGMEA"
"T.S.R. Fashion & Design Ltd.","BGMEA"
"Sumaiya Fibres Ltd.","BGMEA"
"Euro Jeans Ltd.","BGMEA"
"Camlet Fashions Ltd.","BGMEA"
"Tahmina Knitwear Ltd.","BGMEA"
"Selina Apparels Ltd.","BGMEA"
"Nextgen Style Ltd.","BGMEA"
"Bangla Poshak Ltd.","BGMEA"
"Valmont Fashions Ltd.","BGMEA"
"ENZO Designs Ltd.","BGMEA"
"Cortz Apparels Ltd.","BGMEA"
"Win Sweater (BD) Ltd.","BGMEA"
"Oh-Sung Textile Ltd.","BGMEA"
"Golden Rain Attires Ltd.","BGMEA"
"Amanat Fabrics Ltd.","BGMEA"
"Smile Apparels Ltd.","BGMEA"
"UKN Apparels Ltd.","BGMEA"
"Bloomingtex Ltd.","BGMEA"
"AKH Shirts Ltd.","BGMEA"
"Amichi Apparels Ltd.","BGMEA"
"Natural Denims Ltd.","BGMEA"
"D.A. Knit & Fashion Wear","BGMEA"
"Knitex Dresses Ltd.","BGMEA"
"Cordial Design Ltd.","BGMEA"
"Matrix Sweaters Ltd.","BGMEA"
"Tuba Garments Ltd.","BGMEA"
"Comfort Wear International Ltd.","BGMEA"
"TMS Fashions Ltd","BGMEA"
"Adorn Knitwear Ltd.","BGMEA"
"Balaka Stitch (Pvt) Ltd.","BGMEA"
"Alpha Knit Apparels Ltd.","BGMEA"
"Eco Inamori Fashions Ltd.","BGMEA"
"Versatile Apparel (Pvt.) Ltd.","BGMEA"
"International Classic Composite Ltd.","BGMEA"
"Hamsa Sweater Ltd.","BGMEA"
"Minarva Exports","BGMEA"
"Best Shirts Ltd.","BGMEA"
"Way Mart Apparels Ltd.","BGMEA"
"Water Denim Ltd.","BGMEA"
"Friends Stylewear Ltd.","BGMEA"
"Mesh Exports House (Pvt.) Ltd.","BGMEA"
"Aleaya Sweater Ltd.","BGMEA"
"Sweatertech Ltd.","BGMEA"
"Mahdeen Sweaters Ltd.","BGMEA"
"Nodetex Fashions Ltd.","BGMEA"
"Fateha Apparels Ltd.","BGMEA"
"Needle Drop Ltd.","BGMEA"
"Primordial Ltd.","BGMEA"
"Zabid Fashion Ltd.","BGMEA"
"Naab Fashions Ltd.","BGMEA"
"Pink Dragon Textile Ltd.","BGMEA"
"Jams Apparels (Pvt.) Ltd.","BGMEA"
